ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,Landsize,Age,Lattitude,Longtitude,train_station_id,distance_to_train_stat,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average
ID302045610,2/36 Alpine Gr,PASCOE VALE,600000.0,t,27/11/2016,3,2.0,1.0,122.0,21.0,-37.7231,144.9373,20034,,31.0,0,659.0,5219.333333333,338.333333
ID772909485,11/108 Elgin St,CARLTON,995000.0,u,22/04/2017,2,2.0,1.0,0.0,19.0,-37.7973,144.9712,19843,,6.1017,1,101.333333333,253.666666667,33.0
ID920209952,15/60 Farnham St,FLEMINGTON,505000.0,u,22/07/2017,2,1.0,1.0,0.0,64.0,-37.78257,144.93106,20040,,18.0,0,2047.666666667,9171.0,742.333333
ID301213708,1/16 Finlayson St,MALVERN,910000.0,t,3/06/2017,2,1.0,2.0,195.0,44.0,-37.86916,145.03565,19944,,20.8,0,717.333333333,1763.0,318.666667
ID919777674,3 Mell St,TOORAK,2170000.0,h,17/09/2016,5,1.0,0.0,333.0,49.0,-37.8474,145.0063,19947,,16.2143,0,584.333333333,2731.666666667,211.666667
ID523767651,21 Millicent Av,BULLEEN,1225000.0,h,16/09/2017,4,1.0,2.0,753.0,59.0,-37.77592,145.09714,19935,,29.8235,0,941.333333333,5813.0,575.666667
ID847439412,2A Goodrich St,BENTLEIGH EAST,900000.0,h,29/07/2017,3,2.0,2.0,264.0,5.0,-37.91155,145.076,19917,,29.3548,0,959.0,4476.666666667,324.0
ID846943074,7 Keogh St,BURWOOD,1300000.0,h,3/12/2016,3,1.0,2.0,773.0,59.0,-37.8562,145.1104,19848,,30.6667,0,958.666666667,5673.0,628.0
ID747805990,40 Ironbark Dr,TEMPLESTOWE LOWER,1150000.0,h,4/06/2016,8,4.0,3.0,668.0,54.0,-37.7733,145.1198,20042,,25.7179,0,2403.666666667,5212.333333333,586.666667
ID516442034,163 Rowans Rd,MOORABBIN,836000.0,h,3/12/2016,3,1.0,4.0,695.0,49.0,-37.9364,145.0559,19937,,38.2667,0,71.0,261.0,20.0
ID316611788,2/20 Albenca St,MENTONE,881000.0,t,19/08/2017,3,2.0,1.0,332.0,39.0,-37.98001,145.07457,19865,,44.6875,0,50.333333333,68.0,12.0
ID271099200,29 Gillespie Rd,ST ALBANS,626000.0,h,19/08/2017,3,1.0,2.0,557.0,34.0,-37.73497,144.7864,20001,,34.375,0,1479.333333333,4398.666666667,502.0
ID980271172,3/28 Ormond Rd,ASCOT VALE,432000.0,u,15/10/2016,2,1.0,1.0,0.0,41.0,-37.773,144.9303,20039,,20.0,0,2489.666666667,11817.333333333,1268.666667
ID967546892,22 Cullen St,SPOTSWOOD,782500.0,h,19/08/2017,2,1.0,1.0,243.0,19.0,-37.82859000000001,144.87947,19995,,14.3571,0,1245.0,3886.0,447.666667
ID871927329,6/21 Wynnstay Rd,PRAHRAN,1450000.0,t,19/11/2016,3,2.0,3.0,1958.0,24.0,-37.8526,145.0106,19946,,18.2143,0,659.0,5219.333333333,338.333333
ID618170190,76 Kenmare St,WATSONIA,650000.0,h,26/08/2017,2,1.0,1.0,210.0,13.0,-37.70657,145.07878,19984,,37.6667,0,647.0,2861.333333333,222.666667
ID460295891,12/25 Byron St,NORTH MELBOURNE,410000.0,u,7/11/2016,1,1.0,1.0,1045.0,8.0,-37.802,144.9516,19973,,6.25,0,71.0,261.0,20.0
ID549969911,601/616 Little Collins St,MELBOURNE,1850000.0,u,8/04/2017,4,2.0,1.0,0.0,81.0,-37.8177,144.9544,20043,,0,0,313.333333333,545.333333333,65.666667
ID885831359,8 Brownlow Cr,EPPING,561000.0,h,12/08/2017,3,1.0,0.0,518.0,8.0,-37.64887,145.04254,20005,,45.2222,0,2006.666666667,7754.333333333,1051.333333
ID178765503,84 Chestnut St,CREMORNE,831000.0,h,22/05/2016,2,1.0,0.0,128.0,4.0,-37.8291,144.9952,22247,,10.0,0,888.0,2196.0,181.333333
ID202590258,40 Lowson St,FAWKNER,668000.0,h,29/04/2017,3,1.0,1.0,540.0,59.0,-37.6992,144.9739,19961,,39.0,0,1253.666666667,7401.333333333,484.666667
ID766191024,15 Kwinana Ct,IVANHOE,1223500.0,h,22/08/2016,3,2.0,2.0,721.0,39.0,-37.758,145.0408,19933,,26.0588,0,555.666666667,1129.0,160.666667
ID887065539,13 Andrew St,NORTHCOTE,1900000.0,h,16/04/2016,3,1.0,1.0,522.0,109.0,-37.7752,145.0032,19929,,19.9231,0,136.333333333,302.666666667,42.0
ID235075919,6 Kennedy St,RICHMOND,1365000.0,h,17/09/2016,3,1.0,1.0,301.0,84.0,-37.8134,145.0055,19977,,10.125,0,824.666666667,1890.333333333,159.333333
ID984944516,1 Sutherland St,COBURG,1145000.0,h,12/11/2016,4,2.0,2.0,480.0,99.0,-37.7402,144.9607,19965,,32.0,0,1071.333333333,5783.666666667,419.666667
ID990618917,119 Boldrewood Pde,RESERVOIR,930000.0,h,16/09/2017,3,1.0,2.0,735.0,129.0,-37.71491,145.02191000000005,20010,,34.2,1,885.0,1901.0,227.666667
ID872298390,6 Irene Pl,PRAHRAN,1530000.0,h,18/03/2017,3,1.0,0.0,231.0,49.0,-37.8498,145.0039,19947,,16.2143,0,705.333333333,5479.666666667,335.0
ID446875014,25 Cedar Dr,MARIBYRNONG,870000.0,h,3/12/2016,3,2.0,2.0,392.0,4.0,-37.774,144.8744,20022,,21.4,0,610.0,1743.666666667,228.0
ID934103822,25 Bolinda Rd,BALWYN NORTH,1905000.0,h,3/12/2016,4,2.0,2.0,647.0,64.0,-37.7917,145.0868,19896,,28.7692,0,925.666666667,4701.333333333,308.666667
ID820882402,18 Middle Rd,CAMBERWELL,2700000.0,h,17/09/2016,5,3.0,2.0,802.0,25.0,-37.8442,145.0578,19851,,24.75,0,3703.666666667,18944.0,2039.333333
ID973473550,378 Manningham Rd,DONCASTER,1401000.0,h,25/02/2017,4,3.0,2.0,650.0,49.0,-37.7785,145.1212,20042,,25.7179,0,1666.0,9333.666666667,523.0
ID188572741,37 Pascall St,MOUNT WAVERLEY,1480000.0,h,16/09/2017,4,2.0,2.0,695.0,49.0,-37.86127000000001,145.14271000000005,19897,,30.8182,0,1471.0,7759.666666667,779.666667
ID304107761,28 Flinders St,BULLEEN,903000.0,h,26/07/2016,2,1.0,1.0,591.0,54.0,-37.7679,145.0978,19935,,29.8235,0,958.666666667,5673.0,628.0
ID511391233,1 Arnot St,BRIGHTON EAST,2500000.0,h,10/12/2016,5,3.0,2.0,634.0,14.0,-37.9126,145.013,19952,,24.5,0,2744.333333333,10289.666666667,780.0
ID678344117,4/20 Wetherby Rd,DONCASTER,452000.0,u,23/04/2016,2,1.0,1.0,67.0,44.0,-37.7887,145.1436,19898,,30.3077,0,1566.666666667,8895.333333333,491.0
ID161818537,2/11 French St,THOMASTOWN,542000.0,u,1/07/2017,3,2.0,2.0,213.0,49.0,-37.67748,145.01791,20007,,40.2222,0,502.666666667,1662.666666667,118.666667
ID304971804,21 Park Rd,GLEN IRIS,2100000.0,h,27/11/2016,5,3.0,2.0,696.0,30.0,-37.8478,145.0566,19850,,26.6667,0,1923.666666667,8979.333333333,620.333333
ID279933476,23 Solway St,ASHBURTON,2220000.0,h,13/05/2017,4,3.0,2.0,480.0,3.0,-37.8726,145.0716,19847,,31.6667,0,1672.666666667,10063.666666667,646.333333
ID880633464,129 Liberty Pde,BELLFIELD,625000.0,h,28/05/2016,3,1.0,2.0,609.0,69.0,-37.7504,145.0335,19933,,26.0588,0,703.666666667,1502.0,135.666667
ID538154818,1/73 Flinders St,THORNBURY,462000.0,u,13/05/2017,2,1.0,1.0,0.0,49.0,-37.7561,145.0067,20014,,25.3,0,2532.333333333,5455.0,713.0
ID638185645,37 Roxburgh St,ASCOT VALE,1306000.0,h,15/07/2017,3,1.0,0.0,199.0,119.0,-37.77561,144.91695,20039,,20.0,1,2494.666666667,11307.0,1410.0
ID569308522,5 Valdemar Ct,BRIGHTON EAST,1743000.0,h,13/05/2017,3,1.0,2.0,590.0,94.0,-37.9287,145.0273,19938,,36.8462,0,2897.333333333,11243.0,942.0
ID508724154,3/23 Walstab St,BRIGHTON EAST,1245000.0,u,28/05/2016,3,2.0,1.0,227.0,21.0,-37.9191,145.0074,19951,,26.5,0,2744.333333333,10289.666666667,780.0
ID218415083,1/5 Dunoon St,MURRUMBEENA,420500.0,u,22/04/2017,2,1.0,1.0,0.0,69.0,-37.8913,145.0673,19919,,25.3548,0,298.0,735.0,154.0
ID668464593,2 Barkly St,BRUNSWICK EAST,800000.0,t,18/06/2016,3,3.0,2.0,0.0,49.0,-37.7788,144.9776,20017,,19.3,0,703.666666667,1502.0,135.666667
ID927878830,8/129 The Parade,ASCOT VALE,390000.0,u,12/11/2016,1,1.0,1.0,0.0,47.0,-37.7723,144.9094,20038,,22.0,0,2489.666666667,11817.333333333,1268.666667
ID892246674,15/104 Rowena Pde,RICHMOND,355000.0,u,24/06/2017,1,1.0,0.0,1082.0,49.0,-37.8211,144.99549,22247,,10.0,0,885.0,1901.0,227.666667
ID882408106,4/54 Hawker St,AIRPORT WEST,462500.0,u,16/07/2016,2,1.0,1.0,164.0,16.0,-37.7218,144.8863,20033,,34.0,0,1202.0,5034.333333333,333.0
ID990235014,17 John St,OAKLEIGH,1225000.0,h,27/05/2017,2,1.0,2.0,567.0,79.0,-37.90193,145.10107,19916,,31.3548,0,444.666666667,981.333333333,239.666667
ID933322228,52a Williamstown Rd,KINGSVILLE,730000.0,h,12/11/2016,2,2.0,0.0,84.0,119.0,-37.8058,144.8846,20023,,19.4,0,87.333333333,252.0,37.0
ID476437526,2/530 Victoria St,BRUNSWICK WEST,497000.0,u,28/05/2016,2,1.0,1.0,0.0,42.0,-37.7647,144.9412,19968,,25.3333,0,958.666666667,5673.0,628.0
ID250178258,2/65 Westbank Tce,RICHMOND,500000.0,u,3/09/2016,1,1.0,1.0,0.0,18.0,-37.8226,145.013,19906,,11.9048,1,824.666666667,1890.333333333,159.333333
ID248137025,4/435 Main Rd,MONTMORENCY,569000.0,u,3/06/2017,3,1.0,2.0,280.0,32.0,-37.73103,145.13404,19986,,43.9,0,1471.0,7759.666666667,779.666667
ID111980496,533 Sayers Rd,HOPPERS CROSSING,1305000.0,h,3/06/2017,4,2.0,0.0,4606.0,22.0,-37.84931,144.6942,47648,,32.0909,0,512.0,1119.666666667,175.666667
ID381623568,187 Southern Rd,HEIDELBERG WEST,715000.0,h,25/02/2017,2,1.0,3.0,609.0,69.0,-37.7415,145.0391,19936,,31.75,0,1173.666666667,8523.666666667,974.666667
ID669079203,5 Hibiscus Rd,BLACKBURN NORTH,1250000.0,h,12/08/2017,4,2.0,2.0,580.0,54.0,-37.8051,145.14351000000005,19898,,30.3077,0,5.0,73.0,1.0
ID982339217,151 McBryde St,FAWKNER,640000.0,h,10/12/2016,3,1.0,2.0,720.0,69.0,-37.7043,144.9769,19961,,39.0,0,1144.333333333,6845.666666667,375.666667
ID948065043,28 Raymond St,ASHWOOD,1250000.0,h,3/12/2016,3,1.0,1.0,842.0,69.0,-37.867,145.1092,19848,,30.6667,0,1654.0,9119.666666667,550.0
ID563443252,2/146 Blyth St,BRUNSWICK EAST,510000.0,u,16/04/2016,2,1.0,1.0,0.0,21.0,-37.7671,144.9746,19968,,25.3333,0,703.666666667,1502.0,135.666667
ID197069786,19 Oxford St,HADFIELD,785000.0,h,17/06/2017,3,1.0,1.0,602.0,19.0,-37.70342,144.94574,19961,,39.0,0,1841.666666667,9184.666666667,533.333333
ID734590187,16 Woodfull Wy,EPPING,681000.0,h,19/08/2017,4,2.0,2.0,647.0,39.0,-37.64213,145.06141000000005,45795,,49.25,0,2006.666666667,7754.333333333,1051.333333
ID317994781,2/2 St Kinnord St,ABERFELDIE,380000.0,u,3/12/2016,1,1.0,1.0,0.0,29.0,-37.7561,144.9028,20037,,24.0,0,703.666666667,1502.0,135.666667
ID603486499,16/43 Arndt Rd,PASCOE VALE,541000.0,u,22/07/2017,2,1.0,1.0,133.0,9.0,-37.72136,144.92932,20033,,34.0,0,705.333333333,5479.666666667,335.0
ID904211492,206 Waiora Rd,ROSANNA,1610000.0,h,18/06/2016,4,1.0,4.0,1613.0,59.0,-37.7324,145.0606,19983,,34.75,0,824.666666667,1890.333333333,159.333333
ID545561993,113 Wilson St,MOONEE PONDS,1007500.0,h,16/09/2017,3,1.0,1.0,450.0,99.0,-37.76375,144.93701,20038,,22.0,0,313.333333333,545.333333333,65.666667
ID671984535,74 Challis St,NEWPORT,1560000.0,h,6/05/2017,4,2.0,3.0,480.0,79.0,-37.8439,144.8733,19994,,16.3103,0,84.333333333,293.333333333,23.0
ID980132383,14/24 Rosella St,MURRUMBEENA,256500.0,u,18/06/2016,1,1.0,1.0,0.0,53.0,-37.8944,145.0733,19918,,27.3548,0,268.333333333,736.0,128.333333
ID828918808,32 Holloway Rd,BRUNSWICK,1405000.0,h,27/05/2017,3,2.0,2.0,401.0,99.0,-37.76491,144.95253,19968,,25.3333,0,941.333333333,5813.0,575.666667
ID836640052,163 Oakleigh Rd,CARNEGIE,1435000.0,h,3/06/2017,3,2.0,2.0,430.0,81.0,-37.90008,145.06187,19919,,25.3548,0,3767.666666667,18925.0,2042.333333
ID487804656,4 Hillard St,MALVERN EAST,1690000.0,h,24/06/2017,3,1.0,2.0,706.0,89.0,-37.88066,145.06605,19920,,23.4516,0,717.333333333,1763.0,318.666667
ID372198174,5 Ballarat Rd,MAIDSTONE,640000.0,h,20/05/2017,2,1.0,2.0,206.0,79.0,-37.7887,144.8828,20023,,19.4,0,717.333333333,1763.0,318.666667
ID366628811,32/2 Exhibition St,MELBOURNE,700000.0,u,19/11/2016,1,1.0,1.0,0.0,99.0,-37.8157,144.9727,19843,,6.1017,1,278.0,489.0,65.0
ID156295256,5/8 Swan St,KEILOR PARK,380000.0,t,10/09/2016,2,1.0,1.0,161.0,9.0,-37.7251,144.8621,20033,,34.0,0,922.666666667,5201.0,296.666667
ID715824920,23 Gardner St,RICHMOND,1012000.0,t,27/06/2016,3,2.0,1.0,80.0,59.0,-37.8155,145.0061,19978,,9.125,0,824.666666667,1890.333333333,159.333333
ID700217901,21 Hughes Pde,RESERVOIR,758000.0,h,3/09/2017,3,1.0,2.0,558.0,69.0,-37.69968,145.0054,20008,,38.2222,0,885.0,1901.0,227.666667
ID918443539,7/7 Chandler Hwy,ALPHINGTON,650000.0,t,24/09/2016,2,1.0,0.0,0.0,59.0,-37.7848,145.025,19931,,24.0,0,1202.0,5034.333333333,333.0
ID168454796,191 Ohea St,COBURG,905000.0,h,4/06/2016,4,2.0,1.0,439.0,109.0,-37.7363,144.9507,19964,,34.0,0,1071.333333333,5783.666666667,419.666667
ID633150280,21A Vincent St,COBURG,985000.0,h,13/05/2017,3,1.0,2.0,391.0,29.0,-37.7418,144.9562,19965,,32.0,0,1097.666666667,5916.0,553.333333
ID520552882,24/302 Abbotsford St,NORTH MELBOURNE,540000.0,u,3/12/2016,2,1.0,1.0,0.0,49.0,-37.7994,144.9464,19973,,6.25,1,71.0,261.0,20.0
ID798268712,67 Yarra St,ABBOTSFORD,1402500.0,h,27/05/2017,3,1.0,1.0,270.0,59.0,-37.8023,144.99615,19976,,12.2353,0,1214.666666667,5603.666666667,375.333333
ID986790939,32 Carnarvon Rd,STRATHMORE,1140000.0,h,8/07/2017,4,2.0,2.0,0.0,14.0,-37.73831,144.91114,20036,,27.0,0,1412.0,6364.0,699.333333
ID215093228,158 Morris St,SUNSHINE,580000.0,h,10/09/2016,3,1.0,1.0,469.0,69.0,-37.7923,144.8289,20021,,24.0,0,1363.666666667,6287.666666667,564.333333
ID513623490,72 Bloomfield Rd,ASCOT VALE,1020000.0,h,13/05/2017,2,1.0,1.0,226.0,99.0,-37.7761,144.9165,20039,,20.0,0,2494.666666667,11307.0,1410.0
ID380828484,110 Ingles St,PORT MELBOURNE,790000.0,h,24/09/2016,2,1.0,1.0,108.0,59.0,-37.8329,144.9463,20043,,0,0,659.0,5219.333333333,338.333333
ID140531115,5 Gould St,COBURG NORTH,926000.0,h,3/09/2017,4,1.0,5.0,565.0,19.0,-37.72525,144.96583,19963,,36.0,0,1097.666666667,5916.0,553.333333
ID421008002,115 North Rd,NEWPORT,1046000.0,h,15/10/2016,3,2.0,2.0,284.0,129.0,-37.8446,144.8861,19994,,16.3103,0,71.0,261.0,20.0
ID550544507,1/569 Camberwell Rd,CAMBERWELL,950000.0,h,4/06/2016,2,1.0,2.0,230.0,25.0,-37.8448,145.0723,19850,,26.6667,0,3703.666666667,18944.0,2039.333333
ID321410042,53 Mossfiel Dr,HOPPERS CROSSING,541000.0,h,15/07/2017,3,1.0,2.0,623.0,47.0,-37.87386,144.69317,19922,,32.1429,0,512.0,1119.666666667,175.666667
ID276209981,24 Fletcher St,ESSENDON,2100000.0,h,3/09/2017,4,2.0,3.0,920.0,29.0,-37.7554,144.92351000000005,20037,,24.0,0,330.333333333,1855.0,82.0
ID305458642,67 Norfolk St,MAIDSTONE,840000.0,h,10/12/2016,3,1.0,1.0,584.0,119.0,-37.7885,144.8771,20023,,19.4,0,610.0,1743.666666667,228.0
ID585895569,1/8 Paw Paw Rd,BROOKLYN,507000.0,h,25/02/2017,2,1.0,2.0,191.0,5.0,-37.8226,144.8392,20022,,21.4,0,444.666666667,981.333333333,239.666667
ID524824742,29 Kilmore Cr,DALLAS,475000.0,h,19/08/2017,3,1.0,2.0,560.0,54.0,-37.67345,144.92526,20030,,40.0,0,326.666666667,1234.666666667,99.0
ID297355182,83 Challis St,NEWPORT,1220000.0,h,10/09/2016,5,3.0,2.0,681.0,99.0,-37.8426,144.8731,19994,,16.3103,0,71.0,261.0,20.0
ID615001185,1/105 Cochrane St,BRIGHTON,826000.0,u,14/05/2016,3,1.0,2.0,119.0,69.0,-37.8958,144.9994,19953,,23.5,0,2744.333333333,10289.666666667,780.0
ID158059620,6 Hill St,ALTONA NORTH,815000.0,h,25/02/2017,3,2.0,3.0,555.0,59.0,-37.8318,144.8388,19926,,26.5,0,2494.666666667,11307.0,1410.0
ID445402119,2 Fairmount Rd,HAWTHORN EAST,2320000.0,h,3/06/2017,4,2.0,2.0,528.0,39.0,-37.83539,145.0431,19903,,17.9048,0,1253.666666667,7401.333333333,484.666667
ID765161314,30 Pyne St,CAULFIELD,131000.0,h,25/02/2017,4,1.0,2.0,499.0,99.0,-37.8864,145.0242,19942,,29.2308,0,1593.333333333,6648.333333333,530.0
ID219907690,4/6 Riverview Rd,ESSENDON,606000.0,u,12/11/2016,2,1.0,2.0,0.0,47.0,-37.7598,144.9128,20037,,24.0,0,334.666666667,1407.666666667,88.333333
ID214604869,1/24 Eldridge St,FOOTSCRAY,296000.0,u,27/11/2016,2,1.0,1.0,0.0,104.0,-37.789,144.8932,20024,,17.4,0,1923.666666667,8979.333333333,620.333333
ID300757778,46 Jacana St,NOBLE PARK,650000.0,h,15/07/2017,4,1.0,2.0,660.0,49.0,-37.97918,145.18825,19889,,46.0,0,84.666666667,371.666666667,13.0
ID234157805,1/21 Crookston Rd,RESERVOIR,550000.0,h,27/06/2016,3,2.0,2.0,260.0,13.0,-37.7106,145.0225,20009,,35.2222,0,824.666666667,1890.333333333,159.333333
ID983974447,1/43 Surrey St,PASCOE VALE,478000.0,h,27/05/2017,2,1.0,1.0,0.0,59.0,-37.72436,144.94855,19963,,36.0,0,705.333333333,5479.666666667,335.0
ID988596885,3/555 Punt Rd,SOUTH YARRA,642000.0,u,13/05/2017,2,1.0,1.0,595.0,49.0,-37.8422,144.9855,19959,,12.5714,1,1245.0,3886.0,447.666667
ID275992941,38 Galeka St,COBURG NORTH,875000.0,h,8/04/2017,3,1.0,1.0,592.0,3.0,-37.72,144.9577,19963,,36.0,0,1097.666666667,5916.0,553.333333
ID670060847,8 Mitchell St,MARIBYRNONG,1340000.0,h,8/07/2017,4,1.0,3.0,697.0,99.0,-37.78352,144.88981,20023,,19.4,0,717.333333333,1763.0,318.666667
